26944780.00,137.51
26971264.00,105.40
26993804.00,89.51
27007360.00,113.69
27027684.00,120.19
27103288.00,15.84
36457080.00,222.82
36465872.00,234.96
36474152.00,245.58
36481836.00,265.67
36489260.00,272.93
36499704.00,296.91
36522452.00,323.83
36540732.00,337.84
36563604.00,372.02
36582924.00,379.94
36604312.00,377.07
36625140.00,401.93
36645620.00,393.08
36665772.00,412.54
36688120.00,423.73
36707900.00,410.51
36729792.00,421.59
36749296.00,423.01
36770944.00,423.73
36790216.00,435.54
36811760.00,429.55
36833324.00,430.29
36852444.00,418.06
36873832.00,437.83
36895284.00,430.29
36916652.00,421.59
36935608.00,437.06
36956892.00,444.05
36978276.00,434.78
36999500.00,431.78
37020824.00,435.54
37039732.00,433.28
37061056.00,434.78
37082356.00,437.83
37103584.00,438.60
37124904.00,438.60
37143808.00,423.73
37165088.00,428.08
37186232.00,434.78
37207500.00,444.05
37228708.00,435.54
37247604.00,437.06
37268876.00,424.45
37290056.00,438.60
37311312.00,431.78
37332492.00,426.62
37353696.00,428.82
37372416.00,447.23
37393644.00,437.06
37414712.00,433.28
37435876.00,438.60
37457052.00,425.89
37478144.00,442.48
37499332.00,434.78
37518052.00,442.48
37539244.00,440.92
37560312.00,449.64
37581504.00,436.30
37602528.00,435.54
37623656.00,440.92
37644788.00,428.08
37665844.00,444.05
37684632.00,442.48
37705672.00,442.48
37726820.00,442.48
37747876.00,448.03
37769048.00,437.06
37790060.00,438.60
37811180.00,438.60
37829908.00,437.06
37851036.00,437.06
37872148.00,441.70
37893200.00,442.48
37914348.00,441.70
37935412.00,448.83
37956592.00,436.30
37977616.00,434.78
37996412.00,444.84
38017492.00,437.83
38038644.00,438.60
38059780.00,440.92
38080840.00,443.26
38102008.00,444.05
38123076.00,447.23
38141912.00,429.55
38162928.00,437.83
38184072.00,446.43
38205156.00,436.30
38226300.00,437.06
38247436.00,442.48
38268480.00,444.05
38289640.00,442.48
38308396.00,426.62
38329536.00,428.08
38350528.00,437.06
38371648.00,447.23
38392704.00,438.60
