11648.00,454.55
18488.00,457.88
25360.00,448.03
32308.00,442.48
39240.00,444.05
48404.00,448.83
67012.00,442.48
83316.00,440.14
102076.00,426.62
120856.00,436.30
139740.00,423.01
158624.00,431.03
177596.00,423.01
194172.00,432.53
213148.00,431.78
232208.00,432.53
250980.00,451.26
270488.00,494.07
288540.00,531.91
307388.00,548.25
325340.00,586.85
344216.00,600.96
364020.00,652.74
381696.00,659.63
400476.00,677.51
418800.00,686.81
438308.00,714.29
457476.00,718.39
474968.00,718.39
495032.00,744.05
513500.00,722.54
531752.00,746.27
549880.00,757.58
569304.00,753.01
588580.00,781.25
606376.00,778.82
625464.00,769.23
644440.00,773.99
663364.00,773.99
680876.00,786.16
699712.00,781.25
718480.00,796.18
737228.00,769.23
756264.00,733.14
775360.00,684.93
794408.00,618.81
812980.00,611.25
830800.00,554.32
849368.00,550.66
868864.00,512.30
886852.00,507.10
905472.00,502.01
924484.00,479.85
943948.00,471.70
963748.00,468.16
981560.00,464.68
999644.00,457.04
1017816.00,454.55
1038532.00,442.48
1059352.00,442.00
