1391908.00,0.72
1415864.00,213.31
1437476.00,322.58
1459828.00,398.72
1481008.00,448.83
1502128.00,509.16
1523520.00,534.19
1545496.00,588.24
1566608.00,596.66
1587072.00,603.86
1608620.00,634.52
1629744.00,641.03
1650596.00,634.52
1671156.00,657.89
1693092.00,681.20
1714908.00,654.45
1736548.00,666.67
1758112.00,663.13
1779576.00,673.85
1800992.00,694.44
1822364.00,690.61
1843744.00,686.81
1865060.00,698.32
1886380.00,666.67
1907628.00,679.35
1928880.00,670.24
1950080.00,684.93
1971308.00,702.25
1992528.00,694.44
2013792.00,683.06
2035016.00,698.32
2056264.00,672.04
2077460.00,683.06
2098676.00,672.04
2119848.00,683.06
2141052.00,702.25
2162244.00,696.38
2183484.00,684.93
2204692.00,702.25
2225924.00,670.24
2247112.00,681.20
2268304.00,672.04
2289480.00,683.06
2310672.00,704.23
2331864.00,696.38
2353092.00,686.81
2374292.00,700.28
2395500.00,675.68
2416680.00,679.35
2437856.00,672.04
2459004.00,684.93
2480196.00,696.38
2501380.00,692.52
2522608.00,686.81
2543812.00,698.32
2565044.00,670.24
2586232.00,679.35
2607424.00,672.04
2628592.00,686.81
2649796.00,700.28
2671000.00,692.52
2692248.00,684.93
2713468.00,700.28
2734712.00,670.24
2755900.00,679.35
2777100.00,672.04
2798248.00,686.81
2819432.00,702.25
2840608.00,696.38
2861808.00,686.81
2882988.00,702.25
2904192.00,675.68
2925356.00,683.06
2946532.00,672.04
2967680.00,684.93
2988848.00,706.21
3010020.00,700.28
3031228.00,684.93
3052400.00,700.28
3073600.00,675.68
3094748.00,679.35
3115916.00,670.24
3137048.00,686.81
3158212.00,702.25
3179372.00,696.38
3200572.00,688.71
3221736.00,700.28
3242936.00,672.04
3264092.00,679.35
3285252.00,672.04
3306384.00,686.81
3327552.00,700.28
3348712.00,698.32
3369916.00,688.71
3391088.00,700.28
3412288.00,672.04
3433440.00,683.06
3454604.00,670.24
3475740.00,684.93
3496904.00,700.28
3518052.00,696.38
3539256.00,688.71
3560424.00,700.28
3581620.00,673.85
3602784.00,684.93
3623964.00,670.24
3645104.00,688.71
3666288.00,702.25
3687468.00,696.38
3708680.00,683.06
3729872.00,696.38
3751096.00,672.04
3772272.00,683.06
3793468.00,675.68
3814628.00,683.06
3835824.00,700.28
3857012.00,690.61
3878244.00,684.93
3899444.00,702.25
3920660.00,673.85
3941836.00,684.93
3963032.00,672.04
3984200.00,683.06
4005396.00,700.28
4026592.00,692.52
4047824.00,688.71
4069036.00,700.28
4090272.00,672.04
4111456.00,683.06
4132660.00,670.24
4153828.00,684.93
4175028.00,700.28
4196232.00,694.44
4217480.00,683.06
4238692.00,702.25
4259944.00,672.04
4281148.00,679.35
4302360.00,673.85
4323552.00,684.93
4344768.00,700.28
4365984.00,696.38
4387240.00,690.61
4408472.00,702.25
4429736.00,670.24
4450940.00,683.06
4472156.00,672.04
4493348.00,684.93
4514544.00,700.28
4535732.00,698.32
4556976.00,684.93
4578172.00,702.25
4599396.00,673.85
4620576.00,684.93
4641772.00,672.04
4662936.00,683.06
4684128.00,702.25
4705320.00,696.38
4726556.00,686.81
4747764.00,706.21
4769004.00,670.24
4790204.00,679.35
4811404.00,670.24
4832584.00,684.93
4853804.00,700.28
4875012.00,696.38
4896260.00,692.52
4917484.00,702.25
4938736.00,670.24
4959928.00,683.06
4981140.00,668.45
5002308.00,684.93
5023492.00,704.23
5044684.00,698.32
5065916.00,684.93
5087112.00,700.28
5108336.00,673.85
5129512.00,684.93
5150712.00,670.24
5171872.00,684.93
5193052.00,706.21
5214244.00,692.52
5235460.00,686.81
5256656.00,696.38
5277868.00,677.51
5299048.00,683.06
5320240.00,675.68
5341396.00,684.93
5362584.00,700.28
5383760.00,696.38
5404984.00,684.93
5426168.00,700.28
5447380.00,673.85
5468556.00,679.35
5489744.00,672.04
5510908.00,683.06
5532092.00,706.21
5553280.00,698.32
5574504.00,686.81
5595700.00,700.28
5616908.00,672.04
5638076.00,684.93
5659268.00,670.24
5680428.00,684.93
5701612.00,700.28
5722800.00,696.38
5744024.00,684.93
5765216.00,696.38
5786428.00,673.85
5807608.00,683.06
5828784.00,672.04
5849940.00,683.06
5871108.00,704.23
5892280.00,698.32
5913496.00,686.81
5934680.00,700.28
5955884.00,675.68
5977048.00,683.06
5998220.00,672.04
6019368.00,684.93
6040524.00,706.21
6061692.00,696.38
6082892.00,688.71
6104072.00,702.25
6125252.00,673.85
6146412.00,684.93
6167584.00,670.24
6188712.00,686.81
6209884.00,702.25
6231052.00,696.38
6252256.00,683.06
6273436.00,702.25
6294644.00,672.04
6315808.00,677.51
6336980.00,672.04
6358124.00,684.93
6379288.00,700.28
6400448.00,696.38
6422232.00,651.04
6443512.00,618.81
6464116.00,588.24
6485832.00,558.04
6506952.00,524.11
6527244.00,492.13
6548672.00,476.19
6569336.00,436.30
6591192.00,405.84
6612112.00,387.60
6634532.00,349.16
6655864.00,323.42
6678824.00,303.77
6700572.00,269.98
6724448.00,242.25
6746592.00,218.15
6766516.00,199.36
6789016.00,169.15
6814736.00,147.15
6838268.00,125.31
6868484.00,90.09
6896660.00,71.20
6916492.00,53.25
