1439136.00,47.29
1450044.00,101.50
1457796.00,150.60
1464728.00,171.82
1470984.00,194.55
1476928.00,207.30
1497144.00,213.13
1514596.00,248.02
1534412.00,270.56
1556088.00,291.04
1576348.00,308.26
1595796.00,323.42
1614496.00,334.67
1632732.00,338.75
1653560.00,356.13
1673916.00,351.62
1694116.00,350.63
1713960.00,350.63
1733672.00,361.79
1753168.00,370.92
1772668.00,359.71
1791972.00,372.02
1811228.00,369.28
1830528.00,372.02
1852316.00,374.25
1871520.00,368.19
1890576.00,366.03
1909648.00,372.58
1931308.00,380.52
1950384.00,379.36
1969368.00,375.94
1988320.00,378.21
2010040.00,377.64
2028980.00,374.81
2048032.00,376.51
2069600.00,376.51
2088660.00,371.47
2107584.00,367.11
2126560.00,376.51
2148160.00,381.10
2167196.00,379.94
2186152.00,376.51
2207856.00,366.57
2226768.00,378.21
2245692.00,375.38
2267388.00,385.21
2286288.00,378.21
2305340.00,370.37
2324268.00,367.65
2345916.00,381.10
2364804.00,380.52
2383816.00,380.52
2405428.00,381.68
2424420.00,368.19
2443292.00,379.36
2464856.00,378.21
2483776.00,386.40
2502616.00,379.36
2524292.00,378.21
2543048.00,388.80
2561964.00,381.68
2583544.00,368.19
2602420.00,376.51
2621232.00,383.44
2642856.00,381.68
2661708.00,378.21
2680556.00,379.36
2702164.00,379.36
2721016.00,375.94
2739972.00,379.36
2761444.00,379.36
2780420.00,370.92
2799272.00,368.19
2818172.00,377.07
2839692.00,382.26
2858660.00,383.44
2877544.00,377.07
2899164.00,369.82
2918012.00,381.68
2936872.00,376.51
2958464.00,386.40
2977276.00,381.10
2996240.00,371.47
3017692.00,388.80
3036600.00,382.85
3055396.00,383.44
3077008.00,378.21
3095788.00,383.44
3114672.00,372.02
3136160.00,381.10
3154956.00,380.52
3176488.00,380.52
3195260.00,378.21
3214148.00,379.36
3235540.00,380.52
3254440.00,373.13
3273216.00,369.82
3294712.00,384.02
3313468.00,384.62
3332384.00,382.26
3353872.00,384.02
3372796.00,370.37
3391612.00,381.10
3413136.00,379.36
3432020.00,388.80
3450812.00,380.52
3472460.00,378.21
3491200.00,388.20
3510084.00,383.44
3531632.00,367.65
3550476.00,377.07
3569264.00,384.62
3590840.00,382.26
3609676.00,378.79
3628488.00,379.36
3650056.00,381.10
3668880.00,379.36
3687816.00,379.94
3709264.00,379.94
3728216.00,372.58
3747040.00,369.82
3768568.00,382.26
3787348.00,384.02
3806264.00,383.44
3827748.00,384.62
3846632.00,370.92
3868112.00,379.94
3886904.00,381.10
3905764.00,389.41
3927260.00,378.21
3946164.00,379.36
3964880.00,388.80
3986480.00,372.58
4005252.00,369.28
4024052.00,378.21
4045436.00,386.40
4064292.00,382.85
4083040.00,381.10
4104516.00,372.02
4123236.00,381.68
4144636.00,382.26
4163404.00,390.02
4182100.00,381.10
4203616.00,381.10
4222244.00,391.85
4241028.00,385.80
4262452.00,372.58
4281208.00,379.36
4302548.00,385.80
4321368.00,384.02
4340120.00,381.10
4361568.00,374.81
4380280.00,383.44
4398984.00,382.26
4420440.00,390.02
4439136.00,381.10
4460660.00,379.94
4479288.00,390.02
4498064.00,387.60
4519492.00,370.92
4538232.00,379.94
4559548.00,387.60
4578332.00,385.21
4597024.00,382.85
4618420.00,373.69
4637076.00,385.21
4658400.00,384.02
4677128.00,391.24
4695764.00,383.44
4717220.00,384.62
4735816.00,391.24
4757272.00,375.38
4775928.00,373.13
4794636.00,379.94
4815900.00,387.60
4834656.00,385.21
4855984.00,388.20
4874728.00,373.69
4893400.00,383.44
4914724.00,382.85
4933444.00,393.08
4954788.00,381.68
4973556.00,382.26
4992152.00,391.85
5013612.00,377.07
5032284.00,372.02
5053652.00,385.80
5072308.00,386.40
5091068.00,386.40
5112412.00,387.60
5131180.00,374.25
5149852.00,385.21
5171216.00,381.68
5189960.00,390.63
5211320.00,381.10
5230124.00,381.10
5248752.00,390.02
5270248.00,375.38
5288948.00,372.02
5310336.00,385.80
5329004.00,386.40
5347788.00,385.21
5369128.00,386.40
5387904.00,373.69
5409264.00,382.85
5427944.00,381.68
5446692.00,390.63
5468032.00,380.52
5486848.00,381.10
5508164.00,381.10
5526980.00,375.38
5545688.00,371.47
5567072.00,385.80
5585740.00,386.40
5604532.00,385.21
5625888.00,386.40
5644652.00,373.13
5666008.00,382.85
5684688.00,382.26
5703424.00,391.85
5724756.00,381.10
5743540.00,382.26
5764804.00,383.44
5783592.00,377.07
5802248.00,372.02
5823588.00,386.40
5842224.00,386.40
5863664.00,381.10
5882304.00,386.40
5901060.00,372.58
5922392.00,382.26
5941064.00,383.44
5962472.00,385.21
5981160.00,380.52
5999968.00,381.10
6021252.00,382.26
6040064.00,375.94
6061372.00,390.63
6080132.00,385.80
6098804.00,385.21
6120284.00,379.36
6138948.00,387.00
6157732.00,373.69
6179084.00,382.26
6197776.00,382.26
6219196.00,382.26
6237884.00,382.26
6256696.00,380.52
6277964.00,381.68
6296760.00,375.94
6318052.00,391.85
6336820.00,384.62
6355468.00,388.20
6376924.00,381.10
6395572.00,386.40
6416968.00,385.21
6435648.00,382.26
6454792.00,362.32
6475456.00,342.00
6494480.00,316.86
6515280.00,282.81
6534072.00,261.23
6554692.00,241.08
6573144.00,206.95
6593476.00,186.85
6616648.00,163.51
6637176.00,136.17
6652584.00,175.56
6682464.00,87.78
6693864.00,117.65
6730228.00,44.76
